_id,created_at,entities.hashtags,geo,lang,place.country,place.full_name,place.name,user.location
60972e69ec00ab926c55ae98,Sun May 09 00:32:10 +0000 2021,[],null,en,,,,PURPOSE TOUR 170424 🇨🇷 ⠀⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ MOTS TOUR 🔜 🇺🇸
60972e69ec00ab926c55ae99,Sun May 09 00:32:10 +0000 2021,[],null,es,,,,null
60972e69ec00ab926c55ae9a,Sun May 09 00:32:10 +0000 2021,[],null,tr,,,,null
60972e69ec00ab926c55ae9b,Sun May 09 00:32:10 +0000 2021,[],null,en,,,,Mercer Island WA
60972e69ec00ab926c55ae9c,Sun May 09 00:32:10 +0000 2021,[],null,en,,,,null
60972e69ec00ab926c55ae9d,Sun May 09 00:32:10 +0000 2021,[],null,en,,,,atx to abq
60972e69ec00ab926c55ae9e,Sun May 09 00:32:10 +0000 2021,[],null,pt,,,,"        ⌗ christian' mainly about dramas, exosvt, kbands, choi wooshik and kim seonho."
60972e69ec00ab926c55ae9f,Sun May 09 00:32:10 +0000 2021,[],null,en,,,,ur mom
60972e69ec00ab926c55aea0,Sun May 09 00:32:10 +0000 2021,[],null,pl,,,,ضاربيدا
60972e69ec00ab926c55aea1,Sun May 09 00:32:10 +0000 2021,[],null,es,,,,null
60972e69ec00ab926c55aea2,Sun May 09 00:32:10 +0000 2021,[],null,es,,,,null
60972e69ec00ab926c55aea3,Sun May 09 00:32:10 +0000 2021,[],null,en,,,,"Islamabad, Pakistan"
60972e69ec00ab926c55aea4,Sun May 09 00:32:10 +0000 2021,[],null,pt,,,,𝗦𝗞𝗭 キャンディー 🥛 !!? キャンディー ^_^ 𝗕𝗧𝗦 あなたのことを考える 💭% エンカンプラネット 🦢 ラディスマイル ♡ SHE/HER
60972e69ec00ab926c55aea5,Sun May 09 00:32:10 +0000 2021,[],null,en,,,,"Wellington City, New Zealand"
60972e69ec00ab926c55aea6,Sun May 09 00:32:10 +0000 2021,[],null,en,,,,15 seasian
60972e69ec00ab926c55aea7,Sun May 09 00:32:10 +0000 2021,[],null,en,,,,27.6.19
60972e69ec00ab926c55aea8,Sun May 09 00:32:10 +0000 2021,[],null,ja,,,,null
60972e69ec00ab926c55aea9,Sun May 09 00:32:10 +0000 2021,[],null,pt,,,,Maringá/PR
60972e69ec00ab926c55aeaa,Sun May 09 00:32:10 +0000 2021,[],null,en,,,,null
60972e69ec00ab926c55aeab,Sun May 09 00:32:10 +0000 2021,[],null,pt,,,,haloprodutora@gmail.com
60972e69ec00ab926c55aeac,Sun May 09 00:32:10 +0000 2021,[],null,en,,,,"seojun: it looks like a dream!
s/her ★ fan acc."
60972e69ec00ab926c55aead,Sun May 09 00:32:10 +0000 2021,[],null,tr,,,,null
60972e6aec00ab926c55aeae,Sun May 09 00:32:10 +0000 2021,"[{""text"":""Tihuatlán"",""indices"":[34,44]},{""text"":""PresoPolítico"",""indices"":[81,95]}]",null,es,,,,"México, Veracruz"
60972e6aec00ab926c55aeaf,Sun May 09 00:32:09 +0000 2021,"[{""text"":""GGP"",""indices"":[38,42]},{""text"":""MAYERHAWTHORNE"",""indices"":[43,58]},{""text"":""NEWCOOLCOLLECTIVE"",""indices"":[59,77]},{""text"":""STING"",""indices"":[78,84]},{""text"":""BENNYSINGS"",""indices"":[85,96]}]",null,en,,,,JAPAN
60972e6aec00ab926c55aeb0,Sun May 09 00:32:10 +0000 2021,"[{""text"":""Desconjuracao"",""indices"":[67,81]}]",null,pt,,,,🏡彡 Addison Apartments
60972e6aec00ab926c55aeb1,Sun May 09 00:32:10 +0000 2021,[],null,pt,,,,null
60972e6aec00ab926c55aeb2,Sun May 09 00:32:10 +0000 2021,[],null,es,,,,"Lima, Peru"
60972e6aec00ab926c55aeb3,Sun May 09 00:32:10 +0000 2021,[],null,es,,,,"Monterrey, Nuevo León"
60972e6aec00ab926c55aeb4,Sun May 09 00:32:10 +0000 2021,[],null,es,,,,"Austin, TX"
60972e6aec00ab926c55aeb5,Sun May 09 00:32:10 +0000 2021,[],null,und,,,,"Nuevo León, México"
60972e6aec00ab926c55aeb6,Sun May 09 00:32:10 +0000 2021,[],null,en,,,,null
60972e6aec00ab926c55aeb7,Sun May 09 00:32:10 +0000 2021,[],null,es,,,,null
60972e6aec00ab926c55aeb8,Sun May 09 00:32:10 +0000 2021,[],null,es,,,,null
60972e6aec00ab926c55aeb9,Sun May 09 00:32:10 +0000 2021,[],null,es,,,,Guadalajara 
60972e6aec00ab926c55aeba,Sun May 09 00:32:10 +0000 2021,[],null,es,,,,"Badajoz, Extremadura"
60972e6aec00ab926c55aebb,Sun May 09 00:32:10 +0000 2021,[],null,pt,,,,damelio’s
60972e6aec00ab926c55aebc,Sun May 09 00:32:10 +0000 2021,[],null,und,,,,null
60972e6aec00ab926c55aebd,Sun May 09 00:32:10 +0000 2021,[],null,en,,,,"Aveiro, Portugal"
60972e6aec00ab926c55aebe,Sun May 09 00:32:10 +0000 2021,[],null,en,,,,"Nashville, TN"
60972e6aec00ab926c55aebf,Sun May 09 00:32:10 +0000 2021,[],null,es,,,,"General Roca, Argentina"
60972e6aec00ab926c55aec0,Sun May 09 00:32:10 +0000 2021,[],null,pt,,,,UFTT 
60972e6aec00ab926c55aec1,,,,,,,,
60972e6aec00ab926c55aec2,Sun May 09 00:32:10 +0000 2021,"[{""text"":""LiveFSLS"",""indices"":[87,96]}]",null,pt,Brasil,"Barueri, Brasil",Barueri,null
60972e6aec00ab926c55aec3,Sun May 09 00:32:10 +0000 2021,[],null,es,,,,colombia
60972e6aec00ab926c55aec4,Sun May 09 00:32:10 +0000 2021,[],null,pt,,,,sven🏠
60972e6bec00ab926c55aec5,Sun May 09 00:32:10 +0000 2021,[],null,tr,,,,null
60972e6bec00ab926c55aec6,Sun May 09 00:32:10 +0000 2021,[],null,en,,,,"Upper West Side, Manhattan"
60972e6bec00ab926c55aec7,Sun May 09 00:32:10 +0000 2021,[],null,en,,,,@tardionthemoon
60972e6bec00ab926c55aec8,Sun May 09 00:32:10 +0000 2021,"[{""text"":""BTSArmy"",""indices"":[30,38]},{""text"":""BestFanArmy"",""indices"":[43,55]},{""text"":""iHeartAwards"",""indices"":[59,72]}]",null,en,,,,only army-Ot7✿
60972e6bec00ab926c55aec9,Sun May 09 00:32:10 +0000 2021,"[{""text"":""CastelAço"",""indices"":[24,34]}]",null,und,,,,null
60972e6bec00ab926c55aeca,Sun May 09 00:32:10 +0000 2021,[],null,ar,,,,null
60972e6bec00ab926c55aecb,Sun May 09 00:32:10 +0000 2021,"[{""text"":""Dynamite"",""indices"":[61,70]},{""text"":""BestMusicVideo"",""indices"":[87,102]},{""text"":""iHeartAwards"",""indices"":[110,123]}]",null,en,,,,"ɪ'ᴍ sᴏ ᴘʀᴏᴜᴅ ᴏғ ᴜ, ʙᴛs"
60972e6bec00ab926c55aecc,Sun May 09 00:32:10 +0000 2021,[],null,und,,,,Earth planet
60972e6bec00ab926c55aecd,Sun May 09 00:32:10 +0000 2021,[],null,pt,,,,null
60972e6bec00ab926c55aece,Sun May 09 00:32:10 +0000 2021,[],null,en,,,,The depths of hell
60972e6bec00ab926c55aecf,Sun May 09 00:32:10 +0000 2021,[],null,pt,,,,São Paulo
60972e6bec00ab926c55aed0,Sun May 09 00:32:10 +0000 2021,[],null,en,,,,"O' Ter's Base, Ireland"
60972e6bec00ab926c55aed1,Sun May 09 00:32:10 +0000 2021,[],null,en,,,,null
60972e6bec00ab926c55aed2,Sun May 09 00:32:10 +0000 2021,[],null,pt,,,,null
60972e6bec00ab926c55aed3,Sun May 09 00:32:10 +0000 2021,[],null,fr,,,, 𝙎𝙝𝙚 /𝙝𝙚𝙧
60972e6bec00ab926c55aed4,Sun May 09 00:32:10 +0000 2021,"[{""text"":""Dynamite"",""indices"":[59,68]},{""text"":""BestMusicVideo"",""indices"":[73,88]},{""text"":""iHeartAwards"",""indices"":[96,109]}]",null,en,,,,방탄소년단
60972e6bec00ab926c55aed5,Sun May 09 00:32:10 +0000 2021,"[{""text"":""Desconjuração"",""indices"":[0,14]}]",null,und,,,,Brasil
60972e6bec00ab926c55aed6,Sun May 09 00:32:10 +0000 2021,[],null,en,,,,null
60972e6bec00ab926c55aed7,Sun May 09 00:32:10 +0000 2021,[],null,pt,,,,na sua
60972e6bec00ab926c55aed8,Sun May 09 00:32:10 +0000 2021,"[{""text"":""BBBDia101"",""indices"":[45,55]}]",null,pt,,,,na puta que pariu
60972e6bec00ab926c55aed9,Sun May 09 00:32:10 +0000 2021,[],null,es,,,,null
60972e6bec00ab926c55aeda,Sun May 09 00:32:10 +0000 2021,[],null,en,,,,null
60972e6cec00ab926c55aedb,Sun May 09 00:32:10 +0000 2021,[],null,en,,,,SAS(C)HA🪆18
60972e6cec00ab926c55aedc,Sun May 09 00:32:10 +0000 2021,"[{""text"":""8May"",""indices"":[44,49]},{""text"":""LuchemosContraElVirus"",""indices"":[77,99]}]",null,es,,,,null
60972e6cec00ab926c55aedd,Sun May 09 00:32:10 +0000 2021,[],null,en,,,,null
60972e6cec00ab926c55aede,Sun May 09 00:32:10 +0000 2021,[],null,en,,,,"Bristol, UK"
60972e6cec00ab926c55aedf,Sun May 09 00:32:10 +0000 2021,[],null,pt,,,,null
60972e6cec00ab926c55aee0,Sun May 09 00:32:10 +0000 2021,[],null,pt,,,,null
60972e6cec00ab926c55aee1,Sun May 09 00:32:10 +0000 2021,"[{""text"":""HowYouLikeThat"",""indices"":[38,53]},{""text"":""BestMusicVideo"",""indices"":[58,73]},{""text"":""iHeartAwards"",""indices"":[77,90]}]",null,es,,,,null
60972e6cec00ab926c55aee2,Sun May 09 00:32:10 +0000 2021,"[{""text"":""DíadelaMadre"",""indices"":[51,64]}]",null,es,,,,null
60972e6cec00ab926c55aee3,Sun May 09 00:32:10 +0000 2021,[],null,pt,,,,★     2OO2
60972e6cec00ab926c55aee4,Sun May 09 00:32:10 +0000 2021,[],null,pt,,,,"Muriqui, Niterói"
60972e6cec00ab926c55aee5,Sun May 09 00:32:10 +0000 2021,[],null,en,,,,•india• bi•
60972e6cec00ab926c55aee6,Sun May 09 00:32:10 +0000 2021,[],null,pt,,,,"São Gonçalo, Brasil"
60972e6cec00ab926c55aee7,Sun May 09 00:32:10 +0000 2021,[],null,pt,,,,null
60972e6cec00ab926c55aee8,Sun May 09 00:32:10 +0000 2021,"[{""text"":""CartelDedoHinchao"",""indices"":[99,117]}]",null,es,,,,null
60972e6cec00ab926c55aee9,Sun May 09 00:32:10 +0000 2021,[],null,pt,,,,Brasil
60972e6cec00ab926c55aeea,Sun May 09 00:32:10 +0000 2021,"[{""text"":""방탄밤"",""indices"":[17,21]},{""text"":""방탄소년단"",""indices"":[37,43]}]",null,ko,,,,null
60972e6cec00ab926c55aeeb,Sun May 09 00:32:10 +0000 2021,[],null,en,,,,"Anthem, AZ"
60972e6cec00ab926c55aeec,Sun May 09 00:32:10 +0000 2021,[],null,pt,,,,katie heigl
60972e6cec00ab926c55aeed,Sun May 09 00:32:10 +0000 2021,[],null,pt,,,,Andalásia
60972e6cec00ab926c55aeee,Sun May 09 00:32:10 +0000 2021,"[{""text"":""PCchino"",""indices"":[32,40]},{""text"":""Corte"",""indices"":[46,52]},{""text"":""coheteChino"",""indices"":[112,124]},{""text"":""chineseRocket"",""indices"":[125,139]}]",null,es,,,,SCL
60972e6cec00ab926c55aeef,Sun May 09 00:32:10 +0000 2021,[],null,pt,,,,Brasil
60972e6cec00ab926c55aef0,Sun May 09 00:32:10 +0000 2021,"[{""text"":""Bayern"",""indices"":[131,138]}]",null,fr,,,,null
60972e6dec00ab926c55aef1,Sun May 09 00:32:10 +0000 2021,[],null,en,,,,"New Jersey, USA"
60972e6dec00ab926c55aef2,Sun May 09 00:32:10 +0000 2021,[],null,und,,,,"Florida, USA"
60972e6dec00ab926c55aef3,Sun May 09 00:32:10 +0000 2021,"[{""text"":""BTSARMY"",""indices"":[19,27]},{""text"":""BestFanArmy"",""indices"":[32,44]},{""text"":""iHeartAwards"",""indices"":[57,70]}]",null,en,,,,null
60972e6dec00ab926c55aef4,,,,,,,,
60972e6dec00ab926c55aef5,Sun May 09 00:32:11 +0000 2021,"[{""text"":""covid19"",""indices"":[95,103]},{""text"":""bbb21"",""indices"":[104,110]},{""text"":""foraBolsonaro"",""indices"":[111,125]}]",null,pt,,,,null
60972e6dec00ab926c55aef6,Sun May 09 00:32:11 +0000 2021,[],null,en,,,,riverside
60972e6dec00ab926c55aef7,Sun May 09 00:32:11 +0000 2021,[],null,pt,,,,São Paulo
60972e6dec00ab926c55aef8,Sun May 09 00:32:11 +0000 2021,[],,en,United States,"West Hollywood, CA",West Hollywood,"Pasadena, CA"
60972e6dec00ab926c55aef9,Sun May 09 00:32:11 +0000 2021,"[{""text"":""HoneyBoo"",""indices"":[36,45]},{""text"":""FaveChoreography"",""indices"":[67,84]},{""text"":""iHeartAwards"",""indices"":[88,101]}]",null,en,,,,"La Plata, Argentina"
60972e6dec00ab926c55aefa,Sun May 09 00:32:11 +0000 2021,[],null,en,,,,traveller
60972e6dec00ab926c55aefb,Sun May 09 00:32:11 +0000 2021,[],null,en,,,,Mistyville
60972e6dec00ab926c55aefc,Sun May 09 00:32:11 +0000 2021,"[{""text"":""anime"",""indices"":[42,48]},{""text"":""animedrawings"",""indices"":[49,63]},{""text"":""animeartwork"",""indices"":[64,77]},{""text"":""animeboy"",""indices"":[78,87]},{""text"":""animegirl"",""indices"":[88,98]},{""text"":""animedrawing"",""indices"":[99,112]}]",null,en,,,,null
60972e6dec00ab926c55aefd,Sun May 09 00:32:11 +0000 2021,[],null,pt,,,,"Barreiras, Brasil"
60972e6dec00ab926c55aefe,Sun May 09 00:32:11 +0000 2021,[],null,en,,,,Gay Baby Jail
60972e6dec00ab926c55aeff,Sun May 09 00:32:11 +0000 2021,"[{""text"":""HoneyBoo"",""indices"":[43,52]},{""text"":""FaveChoreography"",""indices"":[74,91]},{""text"":""iHeartAwards"",""indices"":[95,108]}]",null,en,,,,"La Plata, Argentina"
60972e6dec00ab926c55af00,Sun May 09 00:32:11 +0000 2021,[],null,en,,,,golfing with niall🏌🏻‍♀️
60972e6dec00ab926c55af01,Sun May 09 00:32:11 +0000 2021,"[{""text"":""LiveFSLS"",""indices"":[67,76]}]",null,pt,,,,null
60972e6dec00ab926c55af02,Sun May 09 00:32:11 +0000 2021,"[{""text"":""LiveFSLS"",""indices"":[38,47]}]",null,pt,,,,02.08.15 / 01.01.19 / 29.10.19
60972e6dec00ab926c55af03,Sun May 09 00:32:11 +0000 2021,[],null,en,,,,"Chicago, IL"
60972e6dec00ab926c55af04,Sun May 09 00:32:11 +0000 2021,[],null,es,,,,Veracruzano
60972e6dec00ab926c55af05,Sun May 09 00:32:11 +0000 2021,"[{""text"":""Pfizer"",""indices"":[54,61]}]",null,pt,,,,null
60972e6dec00ab926c55af06,Sun May 09 00:32:11 +0000 2021,"[{""text"":""musulmans"",""indices"":[93,103]}]",null,fr,,,,null
60972e6eec00ab926c55af07,Sun May 09 00:32:11 +0000 2021,[],null,pt,,,,no mundo da lua 
